,morph
66,"['x', '스마', '트폰', 'x', '전자', 'x', 'x', '이온음', '극집', 'x', 'x', '일렉포일', 'x', 'x', 'x', 'x', 'y', 'y', 'y', '음극집', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '삼', '성', 'x', 'x', '고객사', 'x', 'x', '일렉포일', 'x', 'x']"
67,"['한국자동차', 'x', '공영사', 'x', 'x', 'x', '공동', 'x', 'x', '자', '동', '차보험', 'x', '동부그룹', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', '전문', '제고', 'x', 'y', 'y', 'x', '손해사정', 'x', 'y', 'x', '초우량', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']"
68,"['x', 'x', 'x', 'x', 'x', '광학솔루션', '기판', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '기판', 'y', 'y', 'x', '기판', 'y', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', '전자', 'y', '요', '제품임', '동', '사', '스마트', '폰', 'y', 'y', '디스플레이용', '서', '브스트레이트', '포토마스크', 'y', 'y', '기판', '세계', '시장', 'x']"
69,"['x', 'x', '인적분할', 'x', 'x', 'x', '종속', 'x', 'y', '신세', '계조선호텔', 'y', '신세', '계푸드', 'y', 'x', 'x', 'y', '스타필드', 'x', 'x', 'x', 'x', '세계', 'x', 'x', 'x', '기준일', '신세계그', '룹', 'y', 'y', 'x', '대형마트', '매출액', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']"
70,"['x', 'x', 'x', 'x', 'x', 'x', 'y', '수의약품', '생활', '용품', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', '아토르바', '럽', 'x', 'x', 'x', 'x', 'x', 'x', '형간염', 'y', 'x', 'x', 'y', '생활', '용품', 'y', 'y', 'y', 'y', '유', '한락스', 'x', 'x', '유', '한', 'x', 'x', 'x', '생활', '용품', 'y', 'x']"
71,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '적합', 'x', 'x', 'x', 'x', 'x', '홀세일', 'x', 'x', 'y', '강화', '수익원', '다변화', '전사', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '삼성선물', 'y', 'x', '종속', 'x']"
72,"['지주', '회사', 'x', 'x', 'x', 'x', '아모레퍼', '시픽', 'x', 'x', 'x', 'x', '이니스', '프', '리', 'x', '에스', '아', '프리', '미엄', 'x', 'x', '플', '라', '워', 'x', 'x', '플래그십', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '생활', '용품', 'x', '오', '랄카테고리', '자연주의', '탈케어', 'y', '플레시아', 'x', 'y', 'x', 'x']"
73,"['x', '인적분할', 'x', '지주', '회사', '자회', '사', 'x', 'x', 'x', 'x', 'x', 'x', '이앤알', '사업부문', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '호텔업', '프로', '축구', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'x', '파르나스', 'x', '지분', 'x', '관광호텔업', 'y']"
74,"['x', 'x', 'x', '여신', '전문', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '할부리스', '사업부문', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', '가맹점', '연계마케팅', 'y', 'x', 'x', 'y', '신용', 'y', 'x', 'x', 'y', '가맹점', 'x', 'x', 'y', 'x', 'y', 'x', 'x']"
75,"['x', 'x', 'x', 'x', 'x', 'y', '생산지', 'y', 'x', '발전사', '도시가스사', 'x', '배관망', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '시', '전용역', 'y', 'x', '마푸토가스', 'y', 'y', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', '벙커링', 'y', 'x', 'x']"
76,"['x', '지주', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'y', '헬스', '어', 'x', '연구', 'x', '강화', 'x', '창출', '사회지주', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', '약', '품', '제이브이', '엠', '온라', '인', '팜', '에르무루스', 'x', '한미약품', 'y', 'x', 'x', 'x']"
77,"['x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '과산화', '수소', 'x', 'x', 'x', 'x', 'x', 'x', '공약품', 'x', 'x', '화', '학산업', 'x', '첨가', '제지약품', '수처리제', 'x', 'x', 'x', 'x', 'x', '계면', '활성', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x']"
78,"['x', 'x', 'x', 'x', 'x', 'y', '해', '운사업', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'y', '종속', 'y', 'y', 'y', 'x', 'y', 'y', 'y', '부', '문', '석회', '석사업부문', '해', '운', '사업부', '문', '레', '미콘사업', 'y', 'x', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'x', 'x', '동해', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '유', '지', '지역', 'x', 'x', 'x', 'x', '가능']"
79,"['x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '신흥', 'x', 'x', 'y', 'y', 'y', 'x', 'y', 'y', 'x', 'y', 'x', '조', '경', 'y', 'x', 'x', 'y', 'y', 'y', 'x', 'x']"
80,"['x', 'x', '기준일', 'x', '인적분', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '항공화물', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'y', 'x', 'y', 'x', 'x', '극대', '주력', 'y', 'x', 'x', 'x', '화', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x']"
81,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '조선해양', 'y', 'x', 'x', '공사', 'y', 'y', 'y', 'x', '코로', 'x', '전선종', 'x', 'x', '수주', '잔량', '전년', 'x', 'x', 'x', 'x', '조선해양', 'x', '대', 'x', 'y', '절', 'x', 'x', 'y', 'y', 'y', 'y']"
82,"['x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '브로커리지', 'y', 'x', 'x', 'x', '시현', 'x', 'x', '계열사', 'x', 'x', 'x', '유', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x']"
83,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '결', 'x', '종속', 'x', 'x', 'y', 'x', 'y', 'y', 'x', 'x', 'x', '역업', 'x', '임대업', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', '신성', '장동력', 'x']"
84,"['x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '약면세', '사업장', 'x', 'x', 'x', 'x', '제고', 'x', '사업장', 'x', 'y', '세계면세점', 'x', '등극', 'x', '레저부문', 'x', 'x', 'x', 'y', 'x', 'y', 'x', '레포츠', 'x', 'y', 'x', 'x', 'x', 'x', 'x', '성장']"
85,"['x', 'x', 'x', 'x', 'x', 'x', '판', '매업', 'x', 'x', 'x', 'x', 'x', 'x', '롯데칠성음', '료', 'x', '롯데푸드', 'y', '롯데쇼핑', 'y', '총국내', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', '상표', 'x', 'y', 'x', 'y', 'x', 'x', '초우량', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']"
86,"['x', '통신', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '에', '스그룹', 'x', 'x', '반기', '현재지', '스그룹', 'x', 'y', 'y', 'x', '상장사', 'x', 'x', '네트웍스', '씨브', '이에', 'x', 'x', 'y', 'x', 'x', 'x', '운영', '체계', '고도', '수익', '모델', 'x', 'x', 'x']"
87,"['x', 'x', 'x', 'x', 'y', 'y', '글로벌사업부문', 'x', 'y', 'y', 'y', 'y', '영', 'x', '급성장', 'x', 'x', 'x', 'x', 'x', '대', '한', 'x', 'x', 'x', 'x', 'x', '구성', 'x', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
88,"['x', 'x', '매매업', 'y', 'x', 'x', '문업', '투자일임업', 'x', '투자업', '신탁업', 'x', '신용', '공여', 'x', 'x', '메리츠금융', 'x', 'x', 'x', 'y', 'x', '당기말', 'x', 'x', 'x', 'x', '종속', 'y', '메리츠', '캐', '피', '탈', 'y', 'x', 'x', 'x', '메리츠증권', 'x', 'x', 'x', '유상', '증자', '실시함']"
89,"['x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'y', '기자재', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '기자재', 'y', 'y', 'y', 'y', 'y', 'x', 'y', '고객사', 'x', 'x', 'y', '사업자임', 'x', 'x', '익산공', '장', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x']"
90,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '혈압', 'x', '아', '모디', '핀', 'x', 'x', 'y', '아모잘탄', 'x', 'y', 'y', 'x', 'x', '한미정', '밀', 'x', 'y', 'y', 'y', 'y', 'x', '북', '경한미약', '품', 'x', 'x', 'y', 'x', 'x', '호중', '구', '감소증', '치료제', 'x', 'x', '얀센', '기술', '이전', '비만치료', '치료제', '임상', '파이프라', 'x', 'x']"
91,"['x', 'x', 'x', 'x', 'x', 'x', 'x', '해운시', '장', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '선박관리업', 'x', 'x', 'y', 'y', 'x', '벌크화물', 'x', 'y', 'x', 'x', 'x', 'x', '화', '주', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'x', 'y', 'y', '매출처', '포스', '코', 'x', '중부발전', 'y', '남', '부발', 'x', '한국남동발', 'y', '현대제철', '임']"
92,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '동양제철', 'y', 'x', 'y', 'x', 'x', 'x', '베이직케미컬', 'y', 'y', '카', '본', 'x', 'y', 'y', '에너지솔루션', 'y', 'y', '기타', 'y', 'y', '바', '이', '오사업본부', 'x', 'x', 'x', '합작사', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '수익원', 'x', 'x', '임']"
93,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '인적분할', 'x', 'y', 'x', 'x', '세계', 'x', '폴리', '에', '스터', '타', '이어', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', '동반', 'y', 'x', 'y', '이어', '보', '강', 'x', 'x', 'y', 'y', 'x', '자동차용', 'y', 'x', 'x', 'x', 'x', '기술력']"
94,"['x', 'x', '경비', '실', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'y', 'x', '안심솔루션', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', '텔레마케팅', '사업부', 'x', '연구', 'x', 'x', 'x', 'x', '컨트롤', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y']"
95,"['x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'y', 'x', 'x', '제약사', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'y', 'y', 'y', 'y', 'y', '일반', 'y', 'x', 'x', 'x', 'x', 'y', '병원', 'x', '시약', '도매상', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'y', 'y', 'y', 'x', '조합제', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x']"
96,"['x', 'x', 'x', 'x', 'x', 'x', 'x', '아웃', '소싱', 'x', 'y', 'y', 'x', 'x', 'x', 'y', 'x', '성통', '신체계', 'x', 'x', '통신체계', 'x', '급', 'x', 'x', 'x', '개인전투체계', 'x', 'x', 'y', '여', '대내외', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '사이징', 'x', '유', '지', 'x', 'x', 'x', 'x', 'x', 'y']"
97,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '금강스', '레', '트', 'x', 'x', 'x', 'x', '케이', 'x', 'x', 'x', '창출', 'x', 'x', 'x', 'x', 'x', '자', 'x', 'x', 'x', 'y', 'x', '건자재', 'y', '석고', '보드', 'y', 'y', 'x', 'x', 'x', 'y', 'y', 'y', 'y', 'y', '내장재', 'x', '단열재', 'x', 'x', '동종', '업', 'x', 'x', 'x']"
98,"['x', 'x', '코스닥', 'x', 'x', 'x', 'y', '폐지', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'y', '다', 'x', 'y', 'x', 'x', '구매', '대행업', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '원천', 'x', 'x']"
99,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'y', '판매임', '동', '사', 'x', 'x', '미', '래성', '장', '동력', 'x', '중장기', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', '단기', 'x', 'y', '퍼스트제', '네', 'x', 'x', 'x']"
100,"['x', '종속', 'x', 'x', 'x', '위성체', 'x', '동부품', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '수사업', 'x', '내수', 'x', '수요자', 'x', 'x', '방위', '사업청', 'x', 'x', 'x', '연구', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'y', 'y', 'y', 'x', 'y', 'y', 'y', 'x', 'y', 'y', 'x', 'x', 'y', 'x']"
101,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '대한생명', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'x', '제고', 'x', 'y', 'y', 'y', 'x', 'y', '점유', 'y', '설계사', 'x', 'y', 'y', 'y', 'x', 'y', 'x', 'x', '우수']"
102,"['인적분할', 'x', '신설', '법인', 'x', 'x', 'x', '상장', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '종속', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '가맹점', 'x', 'x', 'x', 'x', 'x', 'y', 'x']"
103,"['x', '부산은행', 'x', 'x', '신용', '정보', '캐피', '탈', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '지주', '회사', 'x', '경남은행', '계열사', 'x', 'x', '경남은행', 'y', 'x', '자산', '운용', '자산', '운용사', 'x', 'x', 'y', 'y', 'y', '자산', '운용', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', '벤처', 'y', 'y', 'y']"
104,"['x', '한라홀딩스', 'x', 'x', 'x', 'x', 'x', '인적분할', 'x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'x', 'y', 'y', '제동', 'x', '조향', 'y', 'x', 'y', 'x', 'y', 'x', 'y', '전문', 'y', '회사임', 'x', '매출처', '현대자동', '차', '기아자동차', '현대모비스', '현대위', 'x', '매출액', 'x', '약차지', 'x', 'x', 'x', 'x']"
105,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '속', 'y', '사업부문', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'y', '전자', '제품', 'x', 'y', 'y', 'x', 'y', 'y', '홈', '쇼핑', 'y', 'y', '기타', 'y', 'y', 'x', 'x', 'x', 'y', 'y', 'y', 'y', '전자', '제품', 'y', 'y', 'x']"
106,"['x', 'x', '발전', 'x', 'x', 'x', 'x', 'x', '강구', 'x', 'x', 'x', 'y', '발전', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', '강화', 'y', '풍력타', 'x', '구조물', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x']"
107,"['x', 'x', 'x', 'x', 'x', 'y', 'y', '인적분할', '지주', '회사', 'x', '현', '재', '제', '일', '제', '당', 'x', 'x', '지분', 'x', '계열사', 'x', 'x', 'x', '문화그룹', '지주', '회사', 'x', 'x', '식품서비스', '생명', '공학', 'x', 'x', 'x', '엔터테인', '먼트', 'x', 'x', '사업군', 'x', 'x', 'x', 'x', 'x', 'x']"
108,"['x', 'x', 'x', 'x', '특화', 'x', 'x', '키', '움투', '자자산', '운용', '키움', '저축', '은행', '키', '움', 'x', '키', '움', '캐', '피탈', '종속', 'x', 'x', '우수', 'x', 'x', 'x', 'x', '브로커리지', 'x', 'x', 'x', 'y', '시장', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '대형홀', '세일', 'x', 'x', 'x', 'x', 'x', 'x']"
109,"['x', '광고업', 'x', 'x', 'x', '한국거', '래소', 'x', '광고주의', 'x', '적', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'y', '우위', 'x', 'x', 'x']"
110,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '자', '산관', '리공사', '지분', 'x', 'x', '주주', '포', '스', '코', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'y', '물적분', '수출', '입업', 'x', 'x', 'x', 'y', 'x', 'y', '비철', '금속', 'x', 'x', '자동차부품', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '품목임']"
111,"['x', 'x', 'x', 'x', '기반', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', '석유', '화학', 'y', 'x', 'y', 'x', 'y', 'x', 'x', 'x', 'x', '최장', 'x', 'x', '침매', 'x', 'x', 'y', '최장', 'y', 'y', 'x', '성공리', 'x', 'x', '기술력', 'x', 'x', 'x', '부가', '가치', '창출', 'x', 'x', 'x', '가능', 'x', 'x', 'x', 'y', 'x', '다양', 'x', 'x', 'x', 'x']"
112,"['x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', '리모델링', 'y', 'x', 'y', 'x', '부', '산', '광복점', '울산점', 'x', 'x', 'y', '유통망', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'x', 'y']"
113,"['x', '인적분할', 'x', 'x', 'x', 'x', '상장', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '부가', '가치', 'x', 'y', '소재', 'x', '나이론원', '사', 'x', '무사업', 'y', 'x', 'x', 'x', 'x', 'x', 'x', '다양', 'y', 'x', 'y', 'x', 'y', 'x', '스판', '덱', '스', '부가', '가치', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', '지배력', 'y']"
114,"['x', '현대자동차', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', '다양', 'x', 'y', '차량', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'y', '부', '문', 'x', '개척전차', 'x', 'x', 'y', 'y', 'x', '수', '주', 'x', 'x', 'x', 'x', 'x', 'x']"
115,"['x', '대림산업', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '등기일', 'x', '인적분할', 'x', 'x', 'x', '상장', 'y', 'x', 'x', 'x', '종속', 'x', 'y', '오산랜드마', '크', 'x', 'x', '현지법인', 'y', 'x', 'x', 'x', 'x', 'x', '아크로', '서울포레스', '트', 'x', 'y', 'x', 'y', 'x', 'x']"
116,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '성장', '지주', '회사', '한국조선해양', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '운반선', 'y', 'x', '운반선', 'x', 'y', '지배력', 'x', 'x', '운반선', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '고효율', 'x', 'x', 'x', '노후선', 'x', 'x', '창출', 'x', 'x']"
117,"['x', 'x', 'x', 'x', '보험업', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', '보험업', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '대', 'x', 'y', 'y', 'y', 'y', 'y', 'x', '신용', '평가', 'x', '의신용', '등급', 'x', 'x', 'x', '점유', 'x', 'y', 'y', 'x', 'y', '지배력', 'x']"
118,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', '맥주사업', 'x', 'x', 'x', 'y', 'x', 'y', 'y', 'x', '중', 'y', 'y', 'x', 'x', 'x', 'x', '대', '한민국', 'x', 'y', 'x', 'x', 'y', 'y', 'x', 'x', '진', 'x', 'x', 'x', 'y', '시장', 'x']"
119,"['한화그룹', '지주', '회사', 'x', '한화생', '명', '한화에어로', '스', 'x', '한화케미칼', '계열사', '지분', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'y', '해체사업', 'x', 'x', 'y', 'y', 'x', 'x', 'y', 'y', 'x', '유도무기', 'x', 'y', 'x', 'x', 'y', 'y', 'y', 'y', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'y', 'x', '전문', 'y', 'y', 'y']"
120,"['x', 'x', 'x', 'x', 'x', '원자력발', '전소', 'x', '수화력', 'y', 'y', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', '유일', '원자', 'x', 'y', 'x', 'x', 'y', 'x', 'x', '비전', 'x', 'x', 'x', 'x', 'x', 'y', '금상', '수상', 'y', '협', '회', 'x', '개척상', '수상']"
121,"['x', 'x', 'x', 'x', '전문회사', 'x', 'x', 'x', 'y', 'y', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'x', 'y', '해상화물', 'x', 'y', 'x', 'y', 'y', '산', '업', 'x', 'x', 'x', 'x', '기간', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'y', 'x', '크', 'x', 'x', '자회', '사', 'y', 'x', '사외', '역', 'y', 'x', 'x', 'x', '운영방안', 'x', 'x', 'y', 'x', '구축']"
122,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'x', '도소매', 'y', 'x', 'y', 'x', 'x', 'x', '업관', '광호', '텔업', 'x', 'x', 'x', '세계', '센트럴시', '티', '신세계동', '대구복합', 'x', 'x', '세계', '터', '셔날', '까사미아', '서울고속', '버스터미널', 'x', 'x', '종속', 'x', 'x']"
123,"['x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'y', 'x', 'x', 'y', 'x', 'x', '자재군', 'x', '소재군', 'x', 'x', '재료군', '패션군', 'x', 'x', '사업군', 'y', '자재군', 'x', 'x', 'x', 'x', 'x', 'x', '더', '블', 'x', 'x', 'x', 'x', '커버용', 'x', 'x', '이미드필름', 'x', 'x', 'x']"
124,"['x', 'x', '계열사', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '부', '천', '상', '우', 'x', 'x', 'x', 'x', '미국법인', 'x', 'x', 'x', 'x', 'y']"
125,"['x', 'x', 'x', 'x', 'x', '한화에어', '로스페이스', 'x', 'x', 'x', 'x', '가스터', 'x', 'x', 'x', '칩마', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', '방산', '산업', 'x', '수요자', 'x', 'y']"
126,"['x', 'x', 'x', 'x', 'x', '상표', 'x', '물적', 'x', '지주', 'x', 'x', 'x', 'y', '존속법', '라홀딩스', 'y', 'y', 'y', 'x', '신설법', '라코리', '아', 'y', '라홀딩스', 'y', 'y', '지주', 'y', 'x', 'x', 'y', '경영자문', 'x', 'y', 'x', 'x', 'y', 'x', 'y', 'x']"
127,"['x', 'x', 'x', 'x', 'x', 'y', 'x', '자동차부품', 'x', 'x', 'y', 'x', 'y', 'x', 'y', '사업부문', '공작', 'y', 'y', 'x', 'y', 'x', 'y', 'y', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'y', '열관리', 'x', 'x', 'y', 'x', '압', '축기', 'x', 'y', 'x', 'x', 'x', '협동로봇', 'x', 'x']"
128,"['x', 'x', 'x', 'x', 'x', '공정', '거래', '법상', '지주', 'x', 'x', 'y', 'x', 'x', 'x', 'x', '사업부문', 'x', '건설사업부문', 'x', 'x', 'y', 'x', 'x', 'y', 'y', 'y', 'x', 'x', '효성중', '공업', 'y', 'x', 'x', 'y', '화', '학', 'y', '연결대상', '종속', 'y', '효', '성', '공덕경', '우', 'x', '효성굿스프링스', 'y', '캐피', '탈', '마', '금', '고', 'x', 'x']"
129,"['x', 'x', 'x', 'x', 'x', 'x', '헬스', '어', 'y', 'x', '헬스케어', 'y', 'x', 'x', 'x', 'y', 'x', 'y', 'y', '전문', 'x', 'x', 'y', 'x', '바이오사이언스', 'x', 'y', '바', '이오사업', 'y', '천연물관', '절염', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '우수', '시장', '점유']"
130,"['x', 'x', 'x', 'x', 'x', '삼성정밀화', '학', '롯데정밀화', '학', 'x', 'x', '롯데그룹', 'x', 'x', 'x', '주', '요', 'x', 'x', '학', 'x', '메셀로스', '헤셀로스', '애니코', '트', '일반', 'x', 'y', '가성소', 'x', 'x', '유록스', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '스페셜티', 'x', 'x', 'x', '신성장', 'x', 'x']"
131,"['x', '한국케이', '블', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'x', 'x', '수입원', 'y', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'y', 'y', '일렉트릭', 'y', 'y', '엠트론', 'y', 'y', '아이앤디사', '업부문', 'y', 'x']"
132,"['x', '영원무', '역홀딩스', 'x', 'x', 'x', '아웃', '도어', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x', '정상', 'x', 'x', '방글', '라데', '시', 'x', 'x', 'x', 'y', 'y', 'y', 'x', '경', 'x', 'x', 'y', 'x', 'y', 'y', 'x', 'x', 'y', 'y', 'x', 'x', 'x']"
133,"['x', 'x', '한국거', '래', '소', 'x', 'x', 'x', 'x', 'y', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', '임대업', '관', '광숙', '박업', 'x', 'x', '운반기', '계산업', 'x', '경기', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'y', 'y', 'x']"
